FID,COUNT,SCIENTIFIC,COMMON_NAM
1382,6,Megascolides australis,Giant Gippsland Earthworm
1382,6,Litoria raniformis,Growling Grass Frog
1383,6,Botaurus poiciloptilus,Australasian Bittern
1383,6,Neophema chrysogaster,Orange-bellied Parrot
1383,6,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo
1383,6,Lathamus discolor,Swift Parrot
1383,6,Litoria raniformis,Growling Grass Frog
1383,6,Miniopterus orianae bassanii,Southern Bent-wing Bat
1384,6,Botaurus poiciloptilus,Australasian Bittern
1384,6,Neophema chrysogaster,Orange-bellied Parrot
1384,6,Pedionomus torquatus,Plains-wanderer
1384,6,Anthochaera phrygia,Regent Honeyeater
1384,6,Lathamus discolor,Swift Parrot
1384,6,Litoria raniformis,Growling Grass Frog
1385,6,Botaurus poiciloptilus,Australasian Bittern
1385,6,Neophema chrysogaster,Orange-bellied Parrot
1385,6,Pedionomus torquatus,Plains-wanderer
1385,6,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo
1385,6,Litoria raniformis,Growling Grass Frog
1385,6,Miniopterus orianae bassanii,Southern Bent-wing Bat
1386,5,Botaurus poiciloptilus,Australasian Bittern
1386,5,Leipoa ocellata,Malleefowl
1386,5,Pedionomus torquatus,Plains-wanderer
1386,5,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo
1386,5,Lathamus discolor,Swift Parrot
1387,5,Botaurus poiciloptilus,Australasian Bittern
1387,5,Zanda latirostris,Carnaby's Black Cockatoo
1387,5,Numenius madagascariensis,Eastern Curlew
1387,5,Neophoca cinerea,Australian Sea-lion
1387,5,Dasyurus geoffroii,Chuditch
1388,5,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo
1388,5,Lathamus discolor,Swift Parrot
1388,5,Litoria raniformis,Growling Grass Frog
1388,5,Miniopterus orianae bassanii,Southern Bent-wing Bat
1388,5,Lachnagrostis adamsonii,Adamson's Blown-grass
1389,5,Dasyurus hallucatus,Northern Quoll
1389,5,Chelonia mydas,Green Turtle
1389,5,Lepidochelys olivacea,Olive Ridley Turtle
1389,5,Aipysurus apraefrontalis,Short-nosed Seasnake
1389,5,Pristis pristis,Freshwater Sawfish
1390,5,Erythrotriorchis radiatus,Red Goshawk
1390,5,Amytornis woodwardi,White-throated Grasswren
1390,5,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum
1390,5,Dasyurus hallucatus,Northern Quoll
1390,5,Bellatorias obiri,Arnhem Land Egernia
1391,5,Erythrotriorchis radiatus,Red Goshawk
1391,5,Amytornis woodwardi,White-throated Grasswren
1391,5,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum
1391,5,Dasyurus hallucatus,Northern Quoll
1391,5,Pristis pristis,Freshwater Sawfish
1392,5,Numenius madagascariensis,Eastern Curlew
1392,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1392,5,Neophema chrysogaster,Orange-bellied Parrot
1392,5,Lathamus discolor,Swift Parrot
1392,5,Litoria raniformis,Growling Grass Frog
1393,5,Numenius madagascariensis,Eastern Curlew
1393,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1393,5,Neophema chrysogaster,Orange-bellied Parrot
1393,5,Pedionomus torquatus,Plains-wanderer
1393,5,Anthochaera phrygia,Regent Honeyeater
1394,5,Numenius madagascariensis,Eastern Curlew
1394,5,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum
1394,5,Chelonia mydas,Green Turtle
1394,5,Lepidochelys olivacea,Olive Ridley Turtle
1394,5,Pristis pristis,Freshwater Sawfish
1395,6,Botaurus poiciloptilus,Australasian Bittern
1395,6,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1395,6,Lathamus discolor,Swift Parrot
1395,6,Litoria raniformis,Growling Grass Frog
1395,6,Dasyurus viverrinus,Eastern Quoll
1395,6,Pseudomys novaehollandiae,New Holland Mouse
1396,6,Botaurus poiciloptilus,Australasian Bittern
1396,6,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1396,6,Lathamus discolor,Swift Parrot
1396,6,Phebalium daviesii,Davies' Waxflower
1396,6,Litoria raniformis,Growling Grass Frog
1396,6,Dasyurus viverrinus,Eastern Quoll
1397,6,Botaurus poiciloptilus,Australasian Bittern
1397,6,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1397,6,Leipoa ocellata,Malleefowl
1397,6,Neophema chrysogaster,Orange-bellied Parrot
1397,6,Neophoca cinerea,Australian Sea-lion
1397,6,Miniopterus orianae bassanii,Southern Bent-wing Bat
1398,6,Botaurus poiciloptilus,Australasian Bittern
1398,6,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1398,6,Neophema chrysogaster,Orange-bellied Parrot
1398,6,Anthochaera phrygia,Regent Honeyeater
1398,6,Lathamus discolor,Swift Parrot
1398,6,Litoria raniformis,Growling Grass Frog
1399,6,Botaurus poiciloptilus,Australasian Bittern
1399,6,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1399,6,Neophema chrysogaster,Orange-bellied Parrot
1399,6,Anthochaera phrygia,Regent Honeyeater
1399,6,Lathamus discolor,Swift Parrot
1399,6,Pseudomys novaehollandiae,New Holland Mouse
1400,6,Botaurus poiciloptilus,Australasian Bittern
1400,6,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1400,6,Neophema chrysogaster,Orange-bellied Parrot
1400,6,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo
1400,6,Lathamus discolor,Swift Parrot
1400,6,Miniopterus orianae bassanii,Southern Bent-wing Bat
1401,5,Botaurus poiciloptilus,Australasian Bittern
1401,5,Numenius madagascariensis,Eastern Curlew
1401,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1401,5,Leipoa ocellata,Malleefowl
1401,5,Neophoca cinerea,Australian Sea-lion
1402,5,Botaurus poiciloptilus,Australasian Bittern
1402,5,Numenius madagascariensis,Eastern Curlew
1402,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1402,5,Litoria raniformis,Growling Grass Frog
1402,5,Pseudomys novaehollandiae,New Holland Mouse
1403,5,Botaurus poiciloptilus,Australasian Bittern
1403,5,Numenius madagascariensis,Eastern Curlew
1403,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1403,5,Neophema chrysogaster,Orange-bellied Parrot
1403,5,Anthochaera phrygia,Regent Honeyeater
1404,5,Botaurus poiciloptilus,Australasian Bittern
1404,5,Numenius madagascariensis,Eastern Curlew
1404,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1404,5,Neophema chrysogaster,Orange-bellied Parrot
1404,5,Craterocephalus fluviatilis,Murray Hardyhead
1405,6,Botaurus poiciloptilus,Australasian Bittern
1405,6,Neophema chrysogaster,Orange-bellied Parrot
1405,6,Pedionomus torquatus,Plains-wanderer
1405,6,Lathamus discolor,Swift Parrot
1405,6,Litoria raniformis,Growling Grass Frog
1405,6,Miniopterus orianae bassanii,Southern Bent-wing Bat
1406,6,Botaurus poiciloptilus,Australasian Bittern
1406,6,Numenius madagascariensis,Eastern Curlew
1406,6,Anthochaera phrygia,Regent Honeyeater
1406,6,Lathamus discolor,Swift Parrot
1406,6,Litoria raniformis,Growling Grass Frog
1406,6,Pseudomys novaehollandiae,New Holland Mouse
1407,6,Botaurus poiciloptilus,Australasian Bittern
1407,6,Numenius madagascariensis,Eastern Curlew
1407,6,Anthochaera phrygia,Regent Honeyeater
1407,6,Lathamus discolor,Swift Parrot
1407,6,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1407,6,Chelonia mydas,Green Turtle
1408,5,Anthochaera phrygia,Regent Honeyeater
1408,5,Lathamus discolor,Swift Parrot
1408,5,Rhodomyrtus psidioides,Native Guava
1408,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1408,5,Pseudomys novaehollandiae,New Holland Mouse
1409,5,Anthochaera phrygia,Regent Honeyeater
1409,5,Lathamus discolor,Swift Parrot
1409,5,Rhodomyrtus psidioides,Native Guava
1409,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1409,5,Wollumbinia georgesi,Georges' Snapping Turtle
1410,5,Anthochaera phrygia,Regent Honeyeater
1410,5,Lathamus discolor,Swift Parrot
1410,5,Rhodomyrtus psidioides,Native Guava
1410,5,Phyllodes imperialis smithersi,Pink Underwing Moth
1410,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1411,5,Anthochaera phrygia,Regent Honeyeater
1411,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1411,5,Hippocampus whitei,White's Seahorse
1411,5,Chelonia mydas,Green Turtle
1411,5,Carcharias taurus (east coast population),Grey Nurse Shark (east coast population)
1412,5,Anthochaera phrygia,Regent Honeyeater
1412,5,Philoria kundagungan,Mountain Frog
1412,5,Petrogale penicillata,Brush-tailed Rock-wallaby
1412,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1412,5,Pseudomys novaehollandiae,New Holland Mouse
1413,5,Anthochaera phrygia,Regent Honeyeater
1413,5,Pimelea cremnophila,Brush-tailed Rock-wallaby
1413,5,Petrogale penicillata,Koala (combined populations of Queensland
1413,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",New Holland Mouse
1414,5,Botaurus poiciloptilus,Australasian Bittern
1414,5,Anthochaera phrygia,Regent Honeyeater
1414,5,Hippocampus whitei,White's Seahorse
1414,5,Chelonia mydas,Green Turtle
1414,5,Carcharias taurus (east coast population),Grey Nurse Shark (east coast population)
1415,5,Numenius madagascariensis,Eastern Curlew
1415,5,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum
1415,5,Dasyurus hallucatus,Northern Quoll
1415,5,Chelonia mydas,Green Turtle
1415,5,Lepidochelys olivacea,Olive Ridley Turtle
1416,5,Numenius madagascariensis,Eastern Curlew
1416,5,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum
1416,5,Dasyurus hallucatus,Northern Quoll
1416,5,Chelonia mydas,Green Turtle
1416,5,Pristis pristis,Freshwater Sawfish
1417,5,Pedionomus torquatus,Plains-wanderer
1417,5,Anthochaera phrygia,Regent Honeyeater
1417,5,Lathamus discolor,Swift Parrot
1417,5,Litoria raniformis,Growling Grass Frog
1417,5,Lachnagrostis adamsonii,Adamson's Blown-grass
1418,6,Botaurus poiciloptilus,Australasian Bittern
1418,6,Numenius madagascariensis,Eastern Curlew
1418,6,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1418,6,Neophema chrysogaster,Orange-bellied Parrot
1418,6,Litoria raniformis,Growling Grass Frog
1418,6,Craterocephalus fluviatilis,Murray Hardyhead
1419,6,Botaurus poiciloptilus,Australasian Bittern
1419,6,Numenius madagascariensis,Eastern Curlew
1419,6,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1419,6,Neophema chrysogaster,Orange-bellied Parrot
1419,6,Litoria raniformis,Growling Grass Frog
1419,6,Miniopterus orianae bassanii,Southern Bent-wing Bat
1420,6,Botaurus poiciloptilus,Australasian Bittern
1420,6,Numenius madagascariensis,Eastern Curlew
1420,6,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1420,6,Neophema chrysogaster,Orange-bellied Parrot
1420,6,Pedionomus torquatus,Plains-wanderer
1420,6,Anthochaera phrygia,Regent Honeyeater
1421,6,Botaurus poiciloptilus,Australasian Bittern
1421,6,Pedionomus torquatus,Plains-wanderer
1421,6,Anthochaera phrygia,Regent Honeyeater
1421,6,Lathamus discolor,Swift Parrot
1421,6,Litoria raniformis,Growling Grass Frog
1421,6,Lachnagrostis adamsonii,Adamson's Blown-grass
1422,6,Botaurus poiciloptilus,Australasian Bittern
1422,6,Pedionomus torquatus,Plains-wanderer
1422,6,Anthochaera phrygia,Regent Honeyeater
1422,6,Lathamus discolor,Swift Parrot
1422,6,Litoria raniformis,Growling Grass Frog
1422,6,Miniopterus orianae bassanii,Southern Bent-wing Bat
1423,6,Botaurus poiciloptilus,Australasian Bittern
1423,6,Pedionomus torquatus,Plains-wanderer
1423,6,Anthochaera phrygia,Regent Honeyeater
1423,6,Lathamus discolor,Swift Parrot
1423,6,Litoria raniformis,Growling Grass Frog
1423,6,Paralucia pyrodiscus lucida,Eltham Copper Butterfly
1424,5,Botaurus poiciloptilus,Australasian Bittern
1424,5,Numenius madagascariensis,Eastern Curlew
1424,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1424,5,Neophema chrysogaster,Orange-bellied Parrot
1424,5,Lathamus discolor,Swift Parrot
1425,5,Botaurus poiciloptilus,Australasian Bittern
1425,5,Numenius madagascariensis,Eastern Curlew
1425,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1425,5,Neophema chrysogaster,Orange-bellied Parrot
1425,5,Litoria raniformis,Growling Grass Frog
1426,5,Botaurus poiciloptilus,Australasian Bittern
1426,5,Numenius madagascariensis,Eastern Curlew
1426,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1426,5,Neophema chrysogaster,Orange-bellied Parrot
1426,5,Miniopterus orianae bassanii,Southern Bent-wing Bat
1427,5,Botaurus poiciloptilus,Australasian Bittern
1427,5,Numenius madagascariensis,Eastern Curlew
1427,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1427,5,Neophema chrysogaster,Orange-bellied Parrot
1427,5,Neophoca cinerea,Australian Sea-lion
1428,5,Erythrotriorchis radiatus,Red Goshawk
1428,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1428,5,Dasyurus hallucatus,Northern Quoll
1428,5,Delma torquata,Adorned Delma
1428,5,Chelonia mydas,Green Turtle
1429,5,Erythrotriorchis radiatus,Red Goshawk
1429,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1429,5,Dasyurus hallucatus,Northern Quoll
1429,5,Pteropus conspicillatus,Spectacled Flying-fox
1429,5,Chelonia mydas,Green Turtle
1430,5,Erythrotriorchis radiatus,Red Goshawk
1430,5,Philoria kundagungan,Mountain Frog
1430,5,Petrogale penicillata,Brush-tailed Rock-wallaby
1430,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1430,5,Pseudomys novaehollandiae,New Holland Mouse
1431,5,Erythrotriorchis radiatus,Red Goshawk
1431,5,Rhodomyrtus psidioides,Native Guava
1431,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1431,5,Dasyurus hallucatus,Northern Quoll
1431,5,Delma torquata,Adorned Delma
1432,5,Erythrotriorchis radiatus,Red Goshawk
1432,5,Taudactylus pleione,Kroombit Tinker Frog
1432,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1432,5,Dasyurus hallucatus,Northern Quoll
1432,5,Delma torquata,Adorned Delma
1433,5,Erythrotriorchis radiatus,Red Goshawk
1433,5,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum
1433,5,Chelonia mydas,Green Turtle
1433,5,Lepidochelys olivacea,Olive Ridley Turtle
1433,5,Pristis pristis,Freshwater Sawfish
1434,5,Botaurus poiciloptilus,Australasian Bittern
1434,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1434,5,Lathamus discolor,Swift Parrot
1434,5,Litoria raniformis,Growling Grass Frog
1434,5,Dasyurus viverrinus,Eastern Quoll
1435,5,Botaurus poiciloptilus,Australasian Bittern
1435,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1435,5,Lathamus discolor,Swift Parrot
1435,5,Litoria raniformis,Growling Grass Frog
1435,5,Pseudomys novaehollandiae,New Holland Mouse
1436,5,Botaurus poiciloptilus,Australasian Bittern
1436,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1436,5,Lathamus discolor,Swift Parrot
1436,5,Litoria raniformis,Growling Grass Frog
1436,5,Thymichthys politus,Red Handfish
1437,5,Botaurus poiciloptilus,Australasian Bittern
1437,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1437,5,Lathamus discolor,Swift Parrot
1437,5,Phebalium daviesii,Davies' Waxflower
1437,5,Dasyurus viverrinus,Eastern Quoll
1438,5,Botaurus poiciloptilus,Australasian Bittern
1438,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1438,5,Leipoa ocellata,Malleefowl
1438,5,Neophema chrysogaster,Orange-bellied Parrot
1438,5,Craterocephalus fluviatilis,Murray Hardyhead
1439,5,Botaurus poiciloptilus,Australasian Bittern
1439,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1439,5,Leipoa ocellata,Malleefowl
1439,5,Neophema chrysogaster,Orange-bellied Parrot
1439,5,Litoria raniformis,Growling Grass Frog
1440,5,Botaurus poiciloptilus,Australasian Bittern
1440,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1440,5,Leipoa ocellata,Malleefowl
1440,5,Neophema chrysogaster,Orange-bellied Parrot
1440,5,Miniopterus orianae bassanii,Southern Bent-wing Bat
1441,5,Numenius madagascariensis,Eastern Curlew
1441,5,Erythrotriorchis radiatus,Red Goshawk
1441,5,Dasyurus hallucatus,Northern Quoll
1441,5,Pteropus conspicillatus,Spectacled Flying-fox
1441,5,Chelonia mydas,Green Turtle
1442,5,Numenius madagascariensis,Eastern Curlew
1442,5,Erythrotriorchis radiatus,Red Goshawk
1442,5,Macadamia jansenii,Bulberin Nut
1442,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1442,5,Dasyurus hallucatus,Northern Quoll
1443,5,Numenius madagascariensis,Eastern Curlew
1443,5,Erythrotriorchis radiatus,Red Goshawk
1443,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1443,5,Chelonia mydas,Green Turtle
1443,5,Lepidochelys olivacea,Olive Ridley Turtle
1444,6,Botaurus poiciloptilus,Australasian Bittern
1444,6,Pedionomus torquatus,Plains-wanderer
1444,6,Anthochaera phrygia,Regent Honeyeater
1444,6,Lathamus discolor,Swift Parrot
1444,6,Litoria raniformis,Growling Grass Frog
1444,6,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1445,5,Botaurus poiciloptilus,Australasian Bittern
1445,5,Leipoa ocellata,Malleefowl
1445,5,Pedionomus torquatus,Plains-wanderer
1445,5,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo
1445,5,Litoria raniformis,Growling Grass Frog
1446,5,Botaurus poiciloptilus,Australasian Bittern
1446,5,Leipoa ocellata,Malleefowl
1446,5,Pedionomus torquatus,Plains-wanderer
1446,5,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo
1446,5,Paralucia pyrodiscus lucida,Eltham Copper Butterfly
1447,5,Botaurus poiciloptilus,Australasian Bittern
1447,5,Leipoa ocellata,Malleefowl
1447,5,Pedionomus torquatus,Plains-wanderer
1447,5,Lathamus discolor,Swift Parrot
1447,5,Litoria raniformis,Growling Grass Frog
1448,5,Botaurus poiciloptilus,Australasian Bittern
1448,5,Leipoa ocellata,Malleefowl
1448,5,Pedionomus torquatus,Plains-wanderer
1448,5,Litoria raniformis,Growling Grass Frog
1448,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1449,5,Botaurus poiciloptilus,Australasian Bittern
1449,5,Manorina melanotis,Black-eared Miner
1449,5,Leipoa ocellata,Malleefowl
